"No.","Time","Source","Destination","Protocol","Length","Info"
"343","3.691163000","10.10.10.91","224.0.0.251","MDNS","922","Standard query 0x0000  SRV EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question SRV EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question AAAA linux-16.local, ""QM"" question A linux-16.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question"
"344","3.703240000","fe80::181d:ca45:3d64:bebc","ff02::1:ff64:bebc","ICMPv6","86","Multicast Listener Report"
"345","3.718987000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"346","3.724409000","fe80::291e:5890:99c5:b299","ff02::1:ffe8:23ba","ICMPv6","86","Neighbor Solicitation for fe80::6e72:20ff:fee8:23ba from 78:45:c4:27:88:85"
"347","3.724514000","fe80::291e:5890:99c5:b299","ff02::1:ff88:fd5c","ICMPv6","86","Neighbor Solicitation for fe80::56b8:aff:fe88:fd5c from 78:45:c4:27:88:85"
"348","3.724678000","fe80::291e:5890:99c5:b299","ff02::1:ff30:bdcd","ICMPv6","86","Neighbor Solicitation for fe80::2a3b:82ff:fe30:bdcd from 78:45:c4:27:88:85"
"349","3.724873000","fe80::291e:5890:99c5:b299","ff02::1:ff8d:4370","ICMPv6","86","Neighbor Solicitation for fe80::1a0f:76ff:fe8d:4370 from 78:45:c4:27:88:85"
"350","3.725468000","fe80::291e:5890:99c5:b299","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"351","3.726387000","fe80::291e:5890:99c5:b299","ff02::1:3","LLMNR","82","Standard query 0x7a72  ANY R7"
"352","3.726583000","10.10.15.90","224.0.0.252","LLMNR","62","Standard query 0x7a72  ANY R7"
"353","3.728793000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"354","3.734647000","fe80::726d:ecff:fe02:70","ff02::1:ff02:70","ICMPv6","86","Multicast Listener Report"
"355","3.738189000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"356","3.751441000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"357","3.753396000","10.10.11.115","224.0.0.251","MDNS","399","Standard query 0x0000  PTR _ni-rt._tcp.local, ""QM"" question PTR _ni._tcp.local, ""QM"" question PTR _ni-sysapi._tcp.local, ""QM"" question PTR _http._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question"
"358","3.761862000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"359","3.769831000","cc:2f:71:11:8d:3e","Broadcast","ARP","60","Who has 10.10.15.128?  Tell 10.10.12.97"
"360","3.770042000","fe80::ca1f:66ff:fe05:e8a9","ff02::1:ff05:e8a9","ICMPv6","86","Multicast Listener Report"
"361","3.770850000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"362","3.771109000","192.168.112.3","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"363","3.771275000","fe80::e970:fc58:8660:73c9","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"364","3.776740000","fe80::6873:3e2e:b901:6b03","ff02::1:3","LLMNR","86","Standard query 0x34b6  ANY vlsi16"
"365","3.776807000","10.10.10.72","224.0.0.252","LLMNR","66","Standard query 0x34b6  ANY vlsi16"
"366","3.781479000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"367","3.789891000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"368","3.802129000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"369","3.809434000","10.10.15.128","224.0.0.251","MDNS","109","Standard query response 0x0000  A, cache flush 10.10.15.128 AAAA, cache flush fe80::ca1f:66ff:fe05:e02a"
"370","3.810825000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"371","3.814924000","10.10.14.86","224.0.0.251","MDNS","922","Standard query 0x0000  SRV EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question SRV EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question AAAA linux-16.local, ""QM"" question A linux-16.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question"
"372","3.816969000","192.168.112.3","239.255.255.250","SSDP","214","M-SEARCH * HTTP/1.1 "
"373","3.819385000","fe80::291e:5890:99c5:b299","ff02::1:3","LLMNR","82","Standard query 0x7a72  ANY R7"
"374","3.819400000","10.10.15.90","224.0.0.252","LLMNR","62","Standard query 0x7a72  ANY R7"
"375","3.820629000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"376","3.832642000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"377","3.840692000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"378","3.849052000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"379","3.857657000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"380","3.870796000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"381","3.879148000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"382","3.887507000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"383","3.896202000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"384","3.904235000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"385","3.920847000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"386","3.929257000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"387","3.937594000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"388","3.945982000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"389","3.954338000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"390","3.962724000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"391","3.968055000","Dell_27:89:2c","Broadcast","ARP","60","Who has 169.254.32.224?  Tell 10.10.13.188"
"392","3.973841000","fe80::334e:e0e4:45ec:563d","ff02::fb","MDNS","180","Standard query 0x0000  PTR _ftp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question"
"393","3.980229000","fe80::6873:3e2e:b901:6b03","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"394","3.980330000","fe80::6873:3e2e:b901:6b03","ff02::1:3","LLMNR","86","Standard query 0x41d2  ANY vlsi16"
"395","3.980454000","10.10.10.72","224.0.0.252","LLMNR","66","Standard query 0x41d2  ANY vlsi16"
"396","3.981236000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"397","3.985224000","10.10.11.85","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0xab67748c"
"398","3.989748000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"399","3.997667000","c4:71:54:30:91:cb","Broadcast","ARP","60","Who has 10.10.15.90?  Tell 10.10.12.183"
"400","3.997740000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"401","4.006084000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"402","4.014145000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"403","4.020299000","fe80::291e:5890:99c5:b299","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"404","4.020460000","fe80::291e:5890:99c5:b299","ff02::1:3","LLMNR","82","Standard query 0x9813  ANY R7"
"405","4.020659000","10.10.15.90","224.0.0.252","LLMNR","62","Standard query 0x9813  ANY R7"
"406","4.022477000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"407","4.032893000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"408","4.041856000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"409","4.048547000","fe80::726d:ecff:fe02:f7","ff02::1:ff02:f7","ICMPv6","86","Multicast Listener Report"
"410","4.051135000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"411","4.060391000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"412","4.069998000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"413","4.079238000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"414","4.088530000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"415","4.088732000","fe80::6873:3e2e:b901:6b03","ff02::1:3","LLMNR","86","Standard query 0x41d2  ANY vlsi16"
"416","4.088828000","10.10.10.72","224.0.0.252","LLMNR","66","Standard query 0x41d2  ANY vlsi16"
"417","4.098107000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"418","4.100822000","fe80::9cf0:15f:5070:def4","ff02::fb","ICMPv6","86","Multicast Listener Report"
"419","4.107353000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"420","4.111821000","fe80::be30:5bff:fe99:a7cc","ff02::1:ff99:a7cc","ICMPv6","86","Multicast Listener Report"
"421","4.116682000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"422","4.119315000","fe80::291e:5890:99c5:b299","ff02::1:3","LLMNR","82","Standard query 0x9813  ANY R7"
"423","4.119328000","10.10.15.90","224.0.0.252","LLMNR","62","Standard query 0x9813  ANY R7"
"424","4.126515000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"425","4.135735000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"426","4.145032000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"427","4.148146000","fe80::56b8:aff:fe88:fd5c","ff02::1:ff99:a7cc","ICMPv6","86","Neighbor Solicitation for fe80::be30:5bff:fe99:a7cc from 54:b8:0a:88:fd:5c"
"428","4.154301000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"429","4.163884000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"430","4.172865000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"431","4.179832000","fe80::291e:5890:99c5:b299","ff02::1:3","ICMPv6","86","Multicast Listener Report"
"432","4.181784000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"433","4.183731000","Private_10:03:a9","Broadcast","ARP","60","Who has 10.10.10.0?  Tell 10.10.10.201"
"434","4.190958000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"435","4.199954000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"436","4.208897000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"437","4.217824000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"438","4.226829000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"439","4.235762000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"440","4.237398000","10.10.15.217","10.10.15.255","BROWSER","243","Host Announcement ISSUE, Workstation, Server, SQL Server, NT Workstation, Potential Browser, Backup Browser"
"441","4.245175000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"442","4.254111000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"443","4.262996000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"444","4.265917000","fe80::1259:ea64:eb47:610e","ff02::1:ff47:610e","ICMPv6","86","Multicast Listener Report"
"445","4.271997000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"446","4.275114000","10.10.13.232","224.0.0.251","MDNS","219","Standard query 0x0000  ANY 9.4.b.6.d.b.e.f.f.f.a.3.a.c.a.b.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa, ""QM"" question ANY linux-25.local, ""QM"" question"
"447","4.277277000","10.10.11.107","224.0.0.251","MDNS","137","Standard query response 0x0000  AAAA, cache flush fe80::f68e:38ff:fe87:711d HINFO, cache flush X86_64 LINUX A, cache flush 10.10.11.107"
"448","4.281638000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"449","4.290605000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"450","4.299556000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"451","4.308560000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"452","4.317510000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"453","4.344600000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"454","4.352938000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"455","4.361333000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"456","4.369692000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"457","4.378023000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"458","4.386353000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"459","4.388468000","HonHaiPr_7b:25:c5","Broadcast","ARP","60","Who has 10.10.15.128?  Tell 10.10.10.158"
"460","4.394897000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"461","4.403562000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"462","4.411606000","fe80::7a45:c4ff:fe29:e93","ff02::202","ICMPv6","86","Multicast Listener Report"
"463","4.411922000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"464","4.417575000","192.168.112.3","224.0.0.251","MDNS","78","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"465","4.417610000","fe80::e970:fc58:8660:73c9","ff02::fb","MDNS","98","Standard query 0x0000  PTR _privet._tcp.local, ""QM"" question"
"466","4.420656000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"467","4.424234000","fe80::5d40:ef0:e56d:bd","ff02::1:ff6d:bd","ICMPv6","86","Multicast Listener Report"
"468","4.426755000","fe80::4a4d:7eff:fec7:28","ff02::1:ffc7:28","ICMPv6","86","Multicast Listener Report"
"469","4.429061000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"470","4.455717000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"471","4.464536000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"472","4.467931000","fe80::3617:ebff:fe9e:8e45","ff02::1:ff9e:8e45","ICMPv6","86","Multicast Listener Report"
"473","4.472606000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"474","4.478964000","fe80::7a45:c4ff:fe29:1a46","ff02::1:ff29:1a46","ICMPv6","86","Multicast Listener Report"
"475","4.480648000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"476","4.488688000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"477","4.496725000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"478","4.504784000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"479","4.512815000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"480","4.520843000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"481","4.525833000","fe80::ca1f:66ff:fe05:dfa9","ff02::1:ff05:dfa9","ICMPv6","86","Multicast Listener Report"
"482","4.528872000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"483","4.536853000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"484","4.540843000","157.240.16.63","10.10.13.156","TLSv1.2","105","Application Data"
"485","4.548655000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"486","4.549644000","fe80::ca1f:66ff:fe05:8c6a","ff02::1:ff05:8c6a","ICMPv6","86","Multicast Listener Report"
"487","4.556713000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"488","4.559047000","10.10.14.155","224.0.0.251","MDNS","330","Standard query response 0x0000  PTR Brother DCP-L2540DW series._privet._tcp.local"
"489","4.565265000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"490","4.573296000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"491","4.581314000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"492","4.589325000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"493","4.590977000","fe80::e970:fc58:8660:73c9","ff02::1:ff60:73c9","ICMPv6","86","Multicast Listener Report"
"494","4.597390000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"495","4.603178000","f0:0f:ec:62:37:3b","Broadcast","ARP","60","Who has 10.10.10.1?  Tell 10.10.15.63"
"496","4.605695000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"497","4.613737000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"498","4.622116000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"499","4.630318000","fe80::5938:7adf:4c9e:5121","ff02::1:ff4c:8abe","ICMPv6","86","Neighbor Solicitation for fe80::1a89:5bff:fe4c:8abe from 64:00:6a:8c:ce:e3"
"500","4.635868000","Cisco_c8:aa:cf","Spanning-tree-(for-bridges)_00","STP","60","Conf. TC + Root = 0/0/00:07:4f:12:34:c0  Cost = 38  Port = 0x800f"
"501","4.640622000","fe80::334e:e0e4:45ec:563d","ff02::fb","MDNS","225","Standard query response 0x0000  PTR, cache flush mangala-Inspiron-15-7000-Gaming.local AAAA, cache flush fe80::334e:e0e4:45ec:563d"
"502","4.644593000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"503","4.653529000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"504","4.662468000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"505","4.670359000","10.10.11.152","224.0.0.251","MDNS","922","Standard query 0x0000  SRV EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question SRV EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question AAAA linux-16.local, ""QM"" question A linux-16.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question"
"506","4.670582000","10.10.15.50","224.0.0.251","MDNS","112","Standard query response 0x0000  A, cache flush 10.10.15.50 AAAA, cache flush fe80::ca1f:66ff:fe05:e0bc"
"507","4.670899000","47.74.170.156","10.10.13.46","TCP","78","[TCP Retransmission] xmpp-client > 48590 [PSH, ACK] Seq=1 Ack=1 Win=105 Len=12 TSval=341835187 TSecr=10160046"
"508","4.672434000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"509","4.681362000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"510","4.686841000","10.10.10.91","224.0.0.251","MDNS","922","Standard query 0x0000  SRV EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question SRV EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question AAAA linux-16.local, ""QM"" question A linux-16.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question"
"511","4.691005000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"512","4.699999000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"513","4.708937000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"514","4.717842000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"515","4.726794000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"516","4.735740000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"517","4.742568000","fe80::334e:e0e4:45ec:563d","ff02::1:2","DHCPv6","108","Information-request XID: 0xc6c4b4 CID: 0004da8d4f0c26fb4467a5d04ab7ca720ffe "
"518","4.743601000","fe80::ca1f:66ff:fe05:e925","ff02::1:ff05:e925","ICMPv6","86","Multicast Listener Report"
"519","4.744741000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"520","4.753724000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"521","4.762614000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"522","4.763312000","fe80::500d:a2a0:aa29:30f9","ff02::1:ff29:30f9","ICMPv6","86","Multicast Listener Report"
"523","4.771560000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"524","4.771743000","192.168.112.3","224.0.0.251","MDNS","82","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"525","4.771781000","fe80::e970:fc58:8660:73c9","ff02::fb","MDNS","102","Standard query 0x0000  PTR _googlecast._tcp.local, ""QM"" question"
"526","4.780909000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"527","4.781119000","cc:2f:71:11:8d:3e","Broadcast","ARP","60","Who has 10.10.15.128?  Tell 10.10.12.97"
"528","4.790095000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"529","4.799051000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"530","4.806956000","0.0.0.0","255.255.255.255","DHCP","351","DHCP Request  - Transaction ID 0xa524c38"
"531","4.807955000","192.168.0.1","255.255.255.255","DHCP","590","DHCP NAK      - Transaction ID 0xa524c38"
"532","4.807969000","10.10.19.200","255.255.255.255","DHCP","590","DHCP NAK      - Transaction ID 0xa524c38"
"533","4.808740000","192.168.31.1","255.255.255.255","DHCP","342","DHCP NAK      - Transaction ID 0xa524c38"
"534","4.809556000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"535","4.817458000","10.10.14.86","224.0.0.251","MDNS","922","Standard query 0x0000  SRV EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question SRV EPSON EPL-6200L @ linux-13._ipp._tcp.local, ""QM"" question AAAA linux-16.local, ""QM"" question A linux-16.local, ""QM"" question TXT EPSON EPL-6200L @ linux-13._ipps._tcp.local, ""QM"" question"
"536","4.819231000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"537","4.828324000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"538","4.833782000","fe80::1a0f:76ff:fe8d:4370","ff02::1:ff7f:8a03","ICMPv6","86","Neighbor Solicitation for fe80::f175:637b:997f:8a03 from 18:0f:76:8d:43:70"
"539","4.837252000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"540","4.846193000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"541","4.855114000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"542","4.861728000","fe80::70d0:ef48:a386:aded","ff02::1:2","DHCPv6","137","Information-request XID: 0x3e7e3c CID: 0004c1ee1286b1f05c576fd8f07fb65b4de2 "
"543","4.864080000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"544","4.872981000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"545","4.881939000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"546","4.890877000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"547","4.899829000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"548","4.903253000","fe80::ce61:e5ff:fe26:65c9","ff05::2","ICMPv6","86","Multicast Listener Report"
"549","4.908028000","fe80::8ee7:48ff:fe2c:2ec8","ff02::1:ff2c:2ec8","ICMPv6","86","Multicast Listener Report"
"550","4.908763000","192.168.1.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"551","4.912586000","f8:34:41:5b:72:8c","Broadcast","ARP","60","Who has 10.10.15.128?  Tell 10.10.13.72"
"552","4.918036000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"553","4.926991000","192.168.0.1","224.0.0.252","IGMPv2","68","Membership Query, specific for group 224.0.0.252"
"554","4.952500000","10.10.10.91","224.0.0.251","MDNS","306","Standard query 0x0000  PTR _ipps._tcp.local, ""QM"" question PTR _ftp._tcp.local, ""QM"" question PTR _webdav._tcp.local, ""QM"" question PTR _webdavs._tcp.local, ""QM"" question PTR _sftp-ssh._tcp.local, ""QM"" question PTR _smb._tcp.local, ""QM"" question PTR _afpovertcp._tcp.local, ""QM"" question PTR _nfs._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question"
"555","4.982134000","fe80::9ade:d0ff:fefe:1fe3","ff02::1:2","DHCPv6","128","Solicit XID: 0x825f3d CID: 0001000123580d5d98ded0fe1fe3 "
